source,target,date,category,node,occupation
2503,17835,2011-09-17,P,2503,politician
2503,17836,2011-03-13,P,2503,politician
2503,5843,2014-03-28,P,2503,politician
2503,8885,2011-05-01,P,2503,politician
2503,17837,2007-06-06,P,2503,politician
2503,4139,2009-01-20,P,2503,politician
2503,17838,2008-07-27,P,2503,politician
2503,11824,2009-05-06,P,2503,politician
2503,17839,2014-07-24,P,2503,politician
2503,11902,2007-03-09,P,2503,politician
2503,17840,2007-02-04,P,2503,politician
2503,17841,2009-02-26,P,2503,politician
2503,9922,2008-07-18,P,2503,politician
2503,8888,2011-05-21,P,2503,politician
2503,4141,2007-08-19,P,2503,politician
2503,13330,2013-03-09,P,2503,politician
2503,1218,2012-02-25,P,2503,politician
2503,8890,2007-08-26,P,2503,politician
2503,11426,2011-01-10,P,2503,politician
2503,6584,2007-11-16,P,2503,politician
2503,17842,2011-02-16,P,2503,politician
2503,3920,2008-12-22,P,2503,politician
2503,17843,2014-06-11,P,2503,politician
2503,17844,2014-06-28,P,2503,politician
2503,295,2009-07-04,P,2503,politician
2503,17845,2011-11-22,P,2503,politician
2503,17846,2010-12-14,P,2503,politician
2503,4146,2014-01-11,P,2503,politician
2503,17847,2013-04-13,P,2503,politician
2503,17848,2013-05-04,P,2503,politician
2503,17849,2014-02-06,P,2503,politician
2503,17850,2011-03-09,P,2503,politician
2503,17851,2010-03-11,P,2503,politician
2503,17852,2013-12-17,P,2503,politician
2503,17853,2008-10-18,P,2503,politician
2503,17854,2014-12-02,P,2503,politician
2503,11986,2011-09-10,P,2503,politician
2503,17855,2013-07-01,P,2503,politician
2503,17856,2013-01-16,P,2503,politician
2503,11996,2013-09-02,P,2503,politician
2503,17857,2007-05-26,P,2503,politician
2503,11998,2014-05-16,P,2503,politician
2503,17858,2010-07-24,P,2503,politician
2503,17859,2010-12-19,P,2503,politician
2503,5885,2012-03-20,P,2503,politician
2503,17860,2009-03-12,P,2503,politician
2503,8894,2013-02-28,P,2503,politician
2503,17861,2009-11-10,P,2503,politician
2503,17862,2014-03-25,P,2503,politician
2503,17863,2012-12-08,P,2503,politician
2503,11573,2008-08-24,P,2503,politician
2503,5650,2012-05-27,P,2503,politician
2503,5890,2010-05-21,P,2503,politician
2506,10942,2013-12-13,I,2506,celebrity
2506,2462,2009-10-22,I,2506,celebrity
2506,10944,2012-02-18,I,2506,celebrity
2506,2463,2014-07-20,I,2506,celebrity
2506,2464,2014-07-28,I,2506,celebrity
2506,2465,2010-08-16,I,2506,celebrity
2506,2466,2012-08-19,I,2506,celebrity
2506,2461,2007-05-17,I,2506,celebrity
2506,9638,2011-01-24,I,2506,celebrity
2506,2477,2007-05-10,I,2506,celebrity
2506,2480,2013-05-24,I,2506,celebrity
2506,1246,2011-05-04,I,2506,celebrity
2506,2481,2012-03-19,I,2506,celebrity
2506,1390,2007-08-20,I,2506,celebrity
2506,4282,2007-05-07,I,2506,celebrity
2506,2489,2014-07-12,I,2506,celebrity
2506,2490,2008-11-07,I,2506,celebrity
2506,4284,2013-06-10,I,2506,celebrity
2506,9653,2009-09-15,I,2506,celebrity
2506,2491,2010-10-17,I,2506,celebrity
2506,12570,2013-12-19,I,2506,celebrity
2506,2493,2014-08-15,I,2506,celebrity
2506,1395,2012-07-23,I,2506,celebrity
2506,12501,2009-09-01,I,2506,celebrity
2506,14483,2010-05-28,I,2506,celebrity
2506,12502,2012-04-09,I,2506,celebrity
2506,14484,2010-08-06,I,2506,celebrity
2506,2494,2011-04-18,I,2506,celebrity
2506,12576,2012-03-03,I,2506,celebrity
2506,2501,2007-03-28,I,2506,celebrity
2506,2502,2008-04-22,I,2506,celebrity
2506,17699,2014-01-25,I,2506,celebrity
2506,2509,2012-03-02,I,2506,celebrity
2506,14485,2010-06-26,I,2506,celebrity
2506,12504,2009-07-01,I,2506,celebrity
2506,1406,2011-05-21,I,2506,celebrity
2506,2513,2014-05-28,I,2506,celebrity
2506,2514,2014-02-27,I,2506,celebrity
2506,12505,2008-06-04,I,2506,celebrity
2506,14486,2007-05-14,I,2506,celebrity
2506,19996,2008-06-19,I,2506,celebrity
2506,12506,2013-10-15,I,2506,celebrity
2512,11550,2008-05-04,I,2512,politician
2512,11554,2010-02-13,I,2512,politician
2512,22177,2010-10-12,I,2512,politician
2515,2121,2010-06-11,D,2515,celebrity
2515,2516,2010-05-26,D,2515,celebrity
2515,67,2014-08-20,D,2515,celebrity
2515,2517,2010-06-27,D,2515,celebrity
2515,68,2013-09-07,D,2515,celebrity
2515,1205,2008-01-09,D,2515,celebrity
2515,1243,2014-06-15,D,2515,celebrity
2515,2135,2008-11-22,D,2515,celebrity
2515,2518,2009-07-08,D,2515,celebrity
2515,74,2008-01-20,D,2515,celebrity
2515,184,2011-02-18,D,2515,celebrity
2515,1273,2008-11-10,D,2515,celebrity
2515,76,2007-06-11,D,2515,celebrity
2515,2519,2014-09-08,D,2515,celebrity
2515,2520,2012-02-04,D,2515,celebrity
2515,2521,2012-08-05,D,2515,celebrity
2515,2139,2010-11-11,D,2515,celebrity
2515,2522,2007-08-01,D,2515,celebrity
2515,2523,2010-12-01,D,2515,celebrity
2515,2524,2012-12-27,D,2515,celebrity
2525,2526,2008-05-08,D,2525,politician
2525,2527,2011-07-16,D,2525,politician
2525,2528,2012-08-26,D,2525,politician
2525,2529,2009-04-09,D,2525,politician
2525,434,2012-06-02,D,2525,politician
2525,2530,2013-01-04,D,2525,politician
2525,2531,2010-08-22,D,2525,politician
2525,1241,2011-10-13,D,2525,politician
2525,2532,2014-07-09,D,2525,politician
2525,2533,2012-11-26,D,2525,politician
2525,2534,2012-12-12,D,2525,politician
2525,2535,2013-10-11,D,2525,politician
2525,2536,2011-06-09,D,2525,politician
2525,2537,2013-01-03,D,2525,politician
2525,2538,2014-01-15,D,2525,politician
2525,1249,2008-03-01,D,2525,politician
2525,2539,2011-06-24,D,2525,politician
2525,2540,2011-04-27,D,2525,politician
2525,2541,2012-08-20,D,2525,politician
2525,2542,2009-10-05,D,2525,politician
2525,2543,2007-10-12,D,2525,politician
2525,2544,2013-08-10,D,2525,politician
2525,2545,2008-11-14,D,2525,politician
2525,2546,2008-12-03,D,2525,politician
2525,2547,2010-10-18,D,2525,politician
2525,2548,2008-08-10,D,2525,politician
2525,2549,2007-12-18,D,2525,politician
2525,2550,2009-08-14,D,2525,politician
2525,2551,2009-10-12,D,2525,politician
2525,2552,2007-06-13,D,2525,politician
2525,2553,2009-10-22,D,2525,politician
2525,2554,2012-03-27,D,2525,politician
2525,2555,2010-05-13,D,2525,politician
2525,2556,2011-06-17,D,2525,politician
2525,2557,2014-06-25,D,2525,politician
2525,2558,2010-06-27,D,2525,politician
2525,2559,2011-07-18,D,2525,politician
2525,2560,2014-07-06,D,2525,politician
2525,2561,2012-02-24,D,2525,politician
2536,7905,2007-06-04,P,2536,celebrity
2536,7906,2008-04-17,P,2536,celebrity
2536,7907,2012-07-26,P,2536,celebrity
2536,7908,2012-05-09,P,2536,celebrity
2536,7909,2007-01-28,P,2536,celebrity
2536,7910,2013-06-26,P,2536,celebrity
2536,7911,2010-12-23,P,2536,celebrity
2536,7912,2013-06-22,P,2536,celebrity
2536,1241,2013-04-05,P,2536,celebrity
2536,2532,2014-12-06,P,2536,celebrity
2536,7913,2011-05-12,P,2536,celebrity
2536,7914,2009-09-07,P,2536,celebrity
2536,7915,2008-01-08,P,2536,celebrity
2536,2535,2009-08-26,P,2536,celebrity
2536,7916,2008-04-13,P,2536,celebrity
2536,7917,2008-12-18,P,2536,celebrity
2536,7918,2008-12-14,P,2536,celebrity
2536,7919,2009-11-03,P,2536,celebrity
2536,7920,2007-10-03,P,2536,celebrity
2536,7921,2012-12-18,P,2536,celebrity
2536,2540,2011-09-09,P,2536,celebrity
2536,7922,2010-11-04,P,2536,celebrity
2536,7923,2008-11-10,P,2536,celebrity
2536,7924,2011-11-10,P,2536,celebrity
2536,7925,2011-04-04,P,2536,celebrity
2536,7926,2013-03-03,P,2536,celebrity
2536,7927,2011-07-10,P,2536,celebrity
2536,7928,2008-10-16,P,2536,celebrity
2536,7929,2010-10-16,P,2536,celebrity
2536,7930,2009-09-27,P,2536,celebrity
2536,7931,2010-10-22,P,2536,celebrity
2536,7932,2013-02-23,P,2536,celebrity
2536,7933,2010-01-27,P,2536,celebrity
2536,7934,2010-04-22,P,2536,celebrity
2536,7935,2007-01-02,P,2536,celebrity
2536,7936,2009-05-01,P,2536,celebrity
2536,7937,2007-05-13,P,2536,celebrity
2536,7938,2013-09-04,P,2536,celebrity
2536,2551,2013-01-03,P,2536,celebrity
2536,2552,2014-10-01,P,2536,celebrity
2536,7939,2011-04-03,P,2536,celebrity
2536,7940,2012-10-08,P,2536,celebrity
2536,7941,2010-06-26,P,2536,celebrity
2536,7942,2011-02-13,P,2536,celebrity
2536,7943,2009-04-10,P,2536,celebrity
2536,7944,2012-09-20,P,2536,celebrity
2536,7945,2009-02-18,P,2536,celebrity
2536,7946,2011-02-03,P,2536,celebrity
2536,7947,2013-04-28,P,2536,celebrity
2536,7948,2009-03-28,P,2536,celebrity
2536,7949,2013-12-08,P,2536,celebrity
2536,7950,2011-12-02,P,2536,celebrity
2536,7951,2008-06-13,P,2536,celebrity
2536,2560,2013-02-28,P,2536,celebrity
2536,2561,2011-04-15,P,2536,celebrity
2559,2525,2009-09-17,D,2559,politician
2559,7910,2013-02-17,D,2559,politician
2559,1241,2011-08-17,D,2559,politician
2559,2532,2013-08-09,D,2559,politician
2559,2535,2011-12-18,D,2559,politician
2559,2541,2008-09-26,D,2559,politician
2559,2547,2008-09-13,D,2559,politician
2559,2549,2012-09-18,D,2559,politician
2559,2550,2011-10-02,D,2559,politician
2559,2554,2013-01-03,D,2559,politician
2559,2556,2014-07-14,D,2559,politician
2559,2558,2010-11-18,D,2559,politician
2562,2563,2012-04-23,P,2562,celebrity
2562,2564,2009-12-08,P,2562,celebrity
2562,2565,2010-04-08,P,2562,celebrity
2562,2566,2010-07-21,P,2562,celebrity
2562,2567,2010-05-12,P,2562,celebrity
2562,2568,2014-07-27,P,2562,celebrity
2562,2327,2008-09-25,P,2562,celebrity
2562,2173,2011-12-24,P,2562,celebrity
2562,2569,2007-12-23,P,2562,celebrity
2562,2570,2013-02-20,P,2562,celebrity
2562,2181,2011-03-20,P,2562,celebrity
2562,2571,2014-10-19,P,2562,celebrity
2562,2572,2012-05-01,P,2562,celebrity
2562,2573,2008-05-05,P,2562,celebrity
2562,2574,2009-07-01,P,2562,celebrity
2562,2575,2012-06-20,P,2562,celebrity
2562,2576,2010-05-03,P,2562,celebrity
2562,2577,2012-02-08,P,2562,celebrity
2562,2578,2012-04-09,P,2562,celebrity
2562,2579,2014-04-05,P,2562,celebrity
2562,2580,2012-10-10,P,2562,celebrity
2562,2581,2008-11-11,P,2562,celebrity
2562,2582,2008-12-24,P,2562,celebrity
2562,2583,2007-04-12,P,2562,celebrity
2562,2584,2007-07-06,P,2562,celebrity
2562,2585,2008-07-28,P,2562,celebrity
2562,2586,2011-02-18,P,2562,celebrity
2562,1844,2008-02-05,P,2562,celebrity
2562,2587,2009-07-06,P,2562,celebrity
2562,2588,2014-06-13,P,2562,celebrity
2562,2589,2013-02-10,P,2562,celebrity
2590,2591,2011-02-15,P,2590,politician
2590,2592,2012-12-17,P,2590,politician
2590,2593,2010-08-14,P,2590,politician
2590,2594,2014-04-18,P,2590,politician
2590,2595,2014-05-03,P,2590,politician
2590,2596,2011-03-20,P,2590,politician
2590,2597,2007-05-07,P,2590,politician
2598,2599,2007-01-14,P,2598,scientist
2598,2600,2009-06-28,P,2598,scientist
2598,2601,2007-01-01,P,2598,scientist
2598,2602,2011-09-06,P,2598,scientist
2598,2603,2008-06-25,P,2598,scientist
2598,2604,2014-07-25,P,2598,scientist
2598,2605,2013-06-16,P,2598,scientist
2598,2606,2011-10-15,P,2598,scientist
2598,2607,2007-05-22,P,2598,scientist
2598,2608,2012-01-09,P,2598,scientist
2598,2609,2013-11-03,P,2598,scientist
2598,2610,2011-04-21,P,2598,scientist
2598,2611,2012-11-28,P,2598,scientist
2598,2612,2008-06-01,P,2598,scientist
2598,2613,2013-08-07,P,2598,scientist
2598,2614,2007-10-19,P,2598,scientist
2598,2615,2008-01-01,P,2598,scientist
2598,2616,2010-02-12,P,2598,scientist
2598,2617,2009-02-03,P,2598,scientist
2598,2618,2012-04-22,P,2598,scientist
2598,2619,2013-05-27,P,2598,scientist
2598,2620,2008-03-22,P,2598,scientist
2598,2621,2012-07-06,P,2598,scientist
2598,2622,2010-11-08,P,2598,scientist
2598,2623,2007-02-11,P,2598,scientist
2598,2624,2010-09-14,P,2598,scientist
2598,2625,2010-08-12,P,2598,scientist
2598,2626,2009-08-21,P,2598,scientist
2598,2627,2008-06-01,P,2598,scientist
2598,2628,2007-04-23,P,2598,scientist
2598,2629,2011-01-11,P,2598,scientist
2598,2630,2014-11-12,P,2598,scientist
2598,2631,2014-12-16,P,2598,scientist
2598,2632,2014-10-21,P,2598,scientist
2598,2633,2009-04-15,P,2598,scientist
2598,2634,2010-09-24,P,2598,scientist
2598,2635,2007-05-08,P,2598,scientist
2598,2636,2012-11-19,P,2598,scientist
2598,2637,2013-05-02,P,2598,scientist
2598,2638,2013-11-04,P,2598,scientist
2598,2639,2011-04-02,P,2598,scientist
2598,2640,2007-10-03,P,2598,scientist
2598,2641,2010-07-27,P,2598,scientist
2598,2642,2014-08-14,P,2598,scientist
2598,2643,2007-10-04,P,2598,scientist
2598,2644,2013-04-11,P,2598,scientist
2598,2645,2010-02-17,P,2598,scientist
2598,2646,2008-10-25,P,2598,scientist
2598,2647,2013-02-11,P,2598,scientist
2598,2648,2009-04-22,P,2598,scientist
2598,2649,2013-02-09,P,2598,scientist
2598,2650,2008-03-12,P,2598,scientist
2598,2651,2009-06-22,P,2598,scientist
2598,2652,2012-10-27,P,2598,scientist
2598,2653,2009-01-18,P,2598,scientist
2598,2654,2011-11-27,P,2598,scientist
2598,2655,2007-02-08,P,2598,scientist
2598,2656,2007-12-05,P,2598,scientist
2598,2657,2014-06-13,P,2598,scientist
2598,2658,2013-05-24,P,2598,scientist
2598,2659,2011-08-07,P,2598,scientist
2598,2660,2007-08-17,P,2598,scientist
2598,2661,2012-03-21,P,2598,scientist
2598,2662,2014-09-23,P,2598,scientist
2598,2663,2012-01-18,P,2598,scientist
2598,2664,2008-10-11,P,2598,scientist
2598,2665,2011-10-05,P,2598,scientist
2598,2666,2007-03-19,P,2598,scientist
2598,2667,2013-04-01,P,2598,scientist
2598,2668,2013-05-26,P,2598,scientist
2598,2669,2008-07-21,P,2598,scientist
2598,2670,2014-11-06,P,2598,scientist
2598,2671,2014-07-02,P,2598,scientist
2598,2672,2010-08-10,P,2598,scientist
2598,2673,2010-08-18,P,2598,scientist
2598,2674,2010-09-24,P,2598,scientist
2598,2675,2009-02-15,P,2598,scientist
2598,2676,2011-12-19,P,2598,scientist
2598,2677,2008-01-23,P,2598,scientist
2598,2678,2014-04-09,P,2598,scientist
2598,2679,2011-08-18,P,2598,scientist
2598,2680,2013-08-17,P,2598,scientist
2598,2681,2009-06-22,P,2598,scientist
2598,2682,2012-10-05,P,2598,scientist
2598,2683,2007-10-16,P,2598,scientist
2598,2684,2010-10-14,P,2598,scientist
2598,2685,2011-10-20,P,2598,scientist
2598,2686,2007-11-10,P,2598,scientist
2598,2687,2013-07-22,P,2598,scientist
2598,2688,2008-04-22,P,2598,scientist
2598,2689,2013-11-14,P,2598,scientist
2598,2690,2012-09-17,P,2598,scientist
2598,2691,2012-01-22,P,2598,scientist
2598,2692,2007-12-28,P,2598,scientist
2598,2693,2012-08-06,P,2598,scientist
2598,2694,2014-12-13,P,2598,scientist
2598,2695,2007-03-09,P,2598,scientist
2598,2696,2010-03-21,P,2598,scientist
2598,2697,2012-01-16,P,2598,scientist
2598,2698,2011-08-01,P,2598,scientist
2598,2699,2008-02-26,P,2598,scientist
2598,2700,2009-03-13,P,2598,scientist
2598,2701,2014-02-28,P,2598,scientist
2598,2702,2013-12-08,P,2598,scientist
2598,2703,2014-03-17,P,2598,scientist
2598,2704,2013-03-26,P,2598,scientist
2598,2705,2011-07-24,P,2598,scientist
2598,2706,2013-10-09,P,2598,scientist
2598,2707,2007-03-13,P,2598,scientist
2598,2708,2011-04-24,P,2598,scientist
2598,2709,2013-12-15,P,2598,scientist
2598,2710,2008-12-25,P,2598,scientist
2598,2711,2014-03-02,P,2598,scientist
2598,2712,2010-10-03,P,2598,scientist
2598,2713,2011-06-13,P,2598,scientist
2598,2714,2010-02-09,P,2598,scientist
2598,2715,2007-01-06,P,2598,scientist
2598,2716,2012-02-16,P,2598,scientist
2598,2717,2011-01-20,P,2598,scientist
2598,2718,2012-08-26,P,2598,scientist
2598,2719,2011-01-27,P,2598,scientist
2598,2720,2010-11-28,P,2598,scientist
2598,2721,2014-10-05,P,2598,scientist
2598,2722,2014-12-25,P,2598,scientist
2598,2723,2010-09-20,P,2598,scientist
2598,2724,2014-10-09,P,2598,scientist
2598,2725,2014-05-10,P,2598,scientist
2598,2726,2008-04-05,P,2598,scientist
2598,2727,2012-12-16,P,2598,scientist
2598,2728,2009-11-15,P,2598,scientist
2598,2729,2010-10-15,P,2598,scientist
2598,2730,2010-04-01,P,2598,scientist
2598,2731,2011-08-10,P,2598,scientist
2598,2732,2013-10-08,P,2598,scientist
2598,2733,2013-01-17,P,2598,scientist
2598,2734,2007-03-26,P,2598,scientist
2598,2735,2007-07-26,P,2598,scientist
2598,2736,2012-03-22,P,2598,scientist
2598,2737,2009-01-18,P,2598,scientist
2598,2738,2009-11-24,P,2598,scientist
2598,2739,2011-09-07,P,2598,scientist
2598,2740,2007-09-14,P,2598,scientist
2598,2741,2013-04-05,P,2598,scientist
2598,2742,2013-05-16,P,2598,scientist
2598,2743,2012-08-02,P,2598,scientist
2598,2744,2008-12-24,P,2598,scientist
2598,2745,2014-02-27,P,2598,scientist
2598,2746,2014-08-24,P,2598,scientist
2598,2747,2010-09-09,P,2598,scientist
2598,2748,2014-07-19,P,2598,scientist
2598,2749,2013-05-25,P,2598,scientist
2598,2750,2007-05-15,P,2598,scientist
2598,2751,2009-08-18,P,2598,scientist
2598,2752,2008-04-23,P,2598,scientist
2598,2753,2008-11-20,P,2598,scientist
2598,2754,2011-03-01,P,2598,scientist
2598,2755,2011-08-27,P,2598,scientist
2598,2756,2010-02-14,P,2598,scientist
2598,2757,2012-03-14,P,2598,scientist
2598,2758,2008-11-08,P,2598,scientist
2598,2759,2012-08-02,P,2598,scientist
2598,2760,2014-12-22,P,2598,scientist
2598,2761,2012-02-26,P,2598,scientist
2598,2762,2014-09-17,P,2598,scientist
2598,2763,2010-06-15,P,2598,scientist
2598,2764,2014-04-06,P,2598,scientist
2598,2765,2013-05-19,P,2598,scientist
2598,2766,2007-12-07,P,2598,scientist
2598,2767,2011-11-16,P,2598,scientist
2598,2768,2007-07-20,P,2598,scientist
2598,2769,2007-07-13,P,2598,scientist
2598,2770,2007-08-17,P,2598,scientist
2598,2771,2012-09-01,P,2598,scientist
2598,2772,2014-05-01,P,2598,scientist
2598,2773,2013-07-27,P,2598,scientist
2598,2774,2009-05-12,P,2598,scientist
2598,2775,2009-08-04,P,2598,scientist
2598,2776,2012-04-07,P,2598,scientist
2598,2777,2009-09-11,P,2598,scientist
2598,2778,2014-07-06,P,2598,scientist
2598,2779,2011-09-18,P,2598,scientist
2598,2780,2007-02-23,P,2598,scientist
2598,2781,2007-07-01,P,2598,scientist
2598,2782,2013-03-26,P,2598,scientist
2598,2783,2007-01-20,P,2598,scientist
2598,2784,2014-06-13,P,2598,scientist
2598,2785,2013-04-27,P,2598,scientist
2598,2786,2014-07-20,P,2598,scientist
2598,2787,2013-09-20,P,2598,scientist
2598,2788,2007-07-23,P,2598,scientist
2598,2789,2008-07-10,P,2598,scientist
2598,2790,2007-10-09,P,2598,scientist
2598,2791,2010-11-21,P,2598,scientist
2598,2792,2010-05-18,P,2598,scientist
2598,2793,2013-04-06,P,2598,scientist
2598,2794,2014-12-15,P,2598,scientist
2598,2795,2011-06-21,P,2598,scientist
2598,2796,2014-11-09,P,2598,scientist
2598,2797,2011-01-05,P,2598,scientist
2598,2798,2008-03-02,P,2598,scientist
2598,2799,2013-09-21,P,2598,scientist
2598,2800,2012-08-17,P,2598,scientist
2598,2801,2010-06-05,P,2598,scientist
2598,2802,2011-03-24,P,2598,scientist
2598,2803,2009-05-07,P,2598,scientist
2598,2804,2009-04-07,P,2598,scientist
2598,2805,2011-03-19,P,2598,scientist
2598,2806,2014-04-25,P,2598,scientist
2598,2807,2007-02-06,P,2598,scientist
2598,2808,2014-04-25,P,2598,scientist
2636,2599,2007-06-10,P,2636,scientist
2636,2601,2011-07-02,P,2636,scientist
2636,6757,2014-09-26,P,2636,scientist
2636,2611,2013-11-10,P,2636,scientist
2636,6758,2011-11-21,P,2636,scientist
2636,2598,2007-12-06,P,2636,scientist
2636,2618,2011-12-04,P,2636,scientist
2636,2623,2009-09-25,P,2636,scientist
2636,6759,2014-11-03,P,2636,scientist
2636,2627,2011-12-22,P,2636,scientist
2636,2632,2013-08-28,P,2636,scientist
2636,6760,2008-03-08,P,2636,scientist
2636,2634,2011-10-09,P,2636,scientist
2636,6761,2012-03-15,P,2636,scientist
2636,6762,2012-02-11,P,2636,scientist
2636,6763,2009-06-12,P,2636,scientist
2636,2650,2008-07-22,P,2636,scientist
2636,2651,2009-04-24,P,2636,scientist
2636,2652,2007-03-28,P,2636,scientist
2636,2653,2008-06-16,P,2636,scientist
2636,2654,2008-09-24,P,2636,scientist
2636,2658,2012-08-22,P,2636,scientist
2636,2661,2007-08-09,P,2636,scientist
2636,2662,2007-03-17,P,2636,scientist
2636,6764,2008-08-06,P,2636,scientist
2636,6765,2008-09-08,P,2636,scientist
2636,6766,2013-02-13,P,2636,scientist
2636,6767,2012-12-12,P,2636,scientist
2636,2677,2013-09-15,P,2636,scientist
2636,2683,2007-02-02,P,2636,scientist
2636,2686,2014-06-03,P,2636,scientist
2636,6768,2011-06-02,P,2636,scientist
2636,2699,2012-08-10,P,2636,scientist
2636,2705,2010-02-18,P,2636,scientist
2636,2728,2012-05-02,P,2636,scientist
2636,2735,2011-04-06,P,2636,scientist
2636,2742,2011-04-04,P,2636,scientist
2636,6769,2013-01-13,P,2636,scientist
2636,2755,2009-06-19,P,2636,scientist
2636,2764,2013-04-05,P,2636,scientist
2636,6770,2007-07-04,P,2636,scientist
2636,2782,2014-01-24,P,2636,scientist
2636,2783,2007-09-07,P,2636,scientist
2636,6771,2009-04-06,P,2636,scientist
2636,2788,2014-08-09,P,2636,scientist
2636,2789,2014-02-05,P,2636,scientist
2636,2795,2011-04-22,P,2636,scientist
2636,6772,2009-09-05,P,2636,scientist
2636,1959,2013-07-08,P,2636,scientist
2636,6773,2012-01-16,P,2636,scientist
2636,2807,2007-01-17,P,2636,scientist
2639,7475,2008-08-09,P,2639,politician
2639,7476,2013-04-08,P,2639,politician
2639,7477,2008-04-10,P,2639,politician
2639,7478,2011-04-22,P,2639,politician
2639,7479,2010-08-21,P,2639,politician
2639,245,2009-12-17,P,2639,politician
2639,7480,2011-03-20,P,2639,politician
2639,7481,2011-03-10,P,2639,politician
2639,7482,2013-01-27,P,2639,politician
2639,7483,2008-10-10,P,2639,politician
2639,2616,2014-03-13,P,2639,politician
2639,7484,2008-05-07,P,2639,politician
2639,7485,2010-09-27,P,2639,politician
2639,2625,2007-10-15,P,2639,politician
2639,1909,2014-07-06,P,2639,politician
2639,7486,2012-06-07,P,2639,politician
2639,7487,2014-10-15,P,2639,politician
2639,7488,2013-06-26,P,2639,politician
2639,2471,2010-02-16,P,2639,politician
2639,97,2007-02-06,P,2639,politician
2639,7489,2012-05-16,P,2639,politician
2639,2637,2007-12-17,P,2639,politician
2639,7490,2009-02-26,P,2639,politician
2639,7491,2012-03-19,P,2639,politician
2639,2641,2011-08-14,P,2639,politician
2639,7492,2013-08-25,P,2639,politician
2639,7493,2012-09-23,P,2639,politician
2639,7494,2007-09-24,P,2639,politician
2639,7495,2009-12-24,P,2639,politician
2639,7496,2014-08-02,P,2639,politician
2639,2649,2008-09-06,P,2639,politician
2639,2653,2011-03-08,P,2639,politician
2639,7497,2011-01-22,P,2639,politician
2639,7498,2009-06-09,P,2639,politician
2639,7499,2009-09-10,P,2639,politician
2639,7500,2013-04-02,P,2639,politician
2639,7501,2009-04-15,P,2639,politician
2639,2662,2009-04-02,P,2639,politician
2639,103,2010-07-17,P,2639,politician
2639,7502,2008-02-12,P,2639,politician
2639,7503,2013-08-03,P,2639,politician
2639,7504,2014-06-07,P,2639,politician
2639,7505,2013-10-04,P,2639,politician
2639,2680,2011-08-16,P,2639,politician
2639,2681,2014-07-25,P,2639,politician
2639,7506,2007-01-14,P,2639,politician
2639,7507,2014-11-08,P,2639,politician
2639,7508,2010-07-15,P,2639,politician
2639,7509,2011-10-23,P,2639,politician
2639,7510,2008-01-17,P,2639,politician
2639,7511,2012-02-27,P,2639,politician
2639,7512,2009-09-07,P,2639,politician
2639,7513,2010-12-28,P,2639,politician
2639,2495,2007-08-09,P,2639,politician
2639,7514,2008-11-08,P,2639,politician
2639,7515,2010-03-21,P,2639,politician
2639,3920,2010-08-15,P,2639,politician
2639,7516,2010-07-15,P,2639,politician
2639,7517,2011-08-05,P,2639,politician
2639,7518,2009-11-02,P,2639,politician
2639,7519,2012-03-09,P,2639,politician
2639,7520,2008-04-15,P,2639,politician
2639,7521,2007-08-05,P,2639,politician
2639,7522,2009-12-22,P,2639,politician
2639,7523,2008-10-28,P,2639,politician
2639,7524,2011-03-01,P,2639,politician
2639,7525,2011-05-10,P,2639,politician
2639,2710,2011-06-27,P,2639,politician
2639,7526,2014-01-07,P,2639,politician
2639,7527,2012-11-24,P,2639,politician
2639,2717,2011-08-10,P,2639,politician
2639,7528,2013-07-01,P,2639,politician
2639,7529,2013-08-17,P,2639,politician
2639,7530,2011-12-16,P,2639,politician
2639,7531,2014-05-26,P,2639,politician
2639,7532,2008-02-21,P,2639,politician
2639,7533,2010-01-21,P,2639,politician
2639,7534,2012-02-19,P,2639,politician
2639,7535,2014-03-02,P,2639,politician
2639,2741,2012-12-10,P,2639,politician
2639,7536,2011-12-14,P,2639,politician
2639,7537,2012-03-20,P,2639,politician
2639,7538,2010-07-19,P,2639,politician
2639,7539,2007-09-09,P,2639,politician
2639,7540,2007-02-07,P,2639,politician
2639,2763,2009-01-05,P,2639,politician
2639,2764,2014-06-14,P,2639,politician
2639,7541,2013-05-19,P,2639,politician
2639,7542,2013-11-17,P,2639,politician
2639,7543,2011-07-04,P,2639,politician
2639,7544,2010-02-19,P,2639,politician
2639,7545,2010-04-25,P,2639,politician
2639,7546,2007-05-02,P,2639,politician
2639,2793,2010-12-21,P,2639,politician
2639,7547,2007-02-08,P,2639,politician
2639,2797,2013-04-20,P,2639,politician
2639,7548,2012-11-14,P,2639,politician
2639,3978,2014-07-22,P,2639,politician
2639,7549,2010-10-08,P,2639,politician
2639,7550,2012-07-20,P,2639,politician
2639,7551,2014-06-12,P,2639,politician
2639,7552,2008-01-08,P,2639,politician
2639,2803,2013-04-08,P,2639,politician
2639,1077,2011-11-19,P,2639,politician
2646,2601,2013-10-20,P,2646,scientist
2646,2603,2008-11-16,P,2646,scientist
2646,2604,2008-02-26,P,2646,scientist
2646,2606,2013-02-02,P,2646,scientist
2646,2610,2011-01-28,P,2646,scientist
2646,2611,2007-04-11,P,2646,scientist
2646,2598,2013-05-18,P,2646,scientist
2646,2615,2007-03-16,P,2646,scientist
2646,2616,2007-03-18,P,2646,scientist
2646,2618,2014-04-28,P,2646,scientist
2646,2622,2013-07-23,P,2646,scientist
2646,2623,2008-06-03,P,2646,scientist
