source,target,bipartite,centrality,node
u3360,p2090,users,0.001189,u3360
u3360,p286,users,0.001189,u3360
u15924,p607,users,0.000595,u15924
u2562,p65,users,0.000595,u2562
p4164,u2527,projects,0.001189,p4164
p4164,u9075,projects,0.001189,p4164
p8815,u1839,projects,0.004162,p8815
p8815,u8420,projects,0.004162,p8815
p8815,u572,projects,0.004162,p8815
p8815,u3897,projects,0.004162,p8815
p8815,u26910,projects,0.004162,p8815
p8815,u3693,projects,0.004162,p8815
u2535,p350,users,0.000595,u2535
p16999,u198,projects,0.001189,p16999
u5524,p2646,users,0.000595,u5524
u363,p985,users,0.001784,u363
u363,p1229,users,0.001784,u363
u363,p3654,users,0.001784,u363
u16074,p223,users,0.000595,u16074
u5306,p607,users,0.001189,u5306
u5306,p162,users,0.001189,u5306
u4356,p286,users,0.000595,u4356
u505,p17,users,0.006540,u505
u505,p3251,users,0.006540,u505
u505,p1546,users,0.006540,u505
u505,p1183,users,0.006540,u505
u505,p5436,users,0.006540,u505
u505,p2150,users,0.006540,u505
u505,p26828,users,0.006540,u505
u505,p3678,users,0.006540,u505
u13858,p298,users,0.000595,u13858
u759,p65,users,0.000595,u759
u8816,p1222,users,0.000595,u8816
p14972,u1254,projects,0.000595,p14972
u19095,p2131,users,0.000595,u19095
u12395,p298,users,0.000595,u12395
u4197,p1514,users,0.000595,u4197
u11607,p298,users,0.000595,u11607
u3813,p65,users,0.000595,u3813
u147,p647,users,0.000595,u147
u10339,p1222,users,0.000595,u10339
u1950,p8,users,0.000595,u1950
u32630,p17,users,0.000595,u32630
p39625,u15510,projects,0.001189,p39625
p39625,u15647,projects,0.001189,p39625
u10484,p298,users,0.000595,u10484
p1085,u10032,projects,0.025565,p1085
p1085,u10104,projects,0.025565,p1085
p1085,u844,projects,0.025565,p1085
p1085,u9188,projects,0.025565,p1085
p1085,u1288,projects,0.025565,p1085
p1085,u32507,projects,0.025565,p1085
p1085,u5527,projects,0.025565,p1085
p1085,u950,projects,0.025565,p1085
p1085,u1676,projects,0.025565,p1085
p1085,u16309,projects,0.025565,p1085
p1085,u5250,projects,0.025565,p1085
p1085,u15006,projects,0.025565,p1085
p1085,u14212,projects,0.025565,p1085
p1085,u272,projects,0.025565,p1085
p1085,u17072,projects,0.025565,p1085
p1085,u3946,projects,0.025565,p1085
p1085,u4397,projects,0.025565,p1085
p1085,u6969,projects,0.025565,p1085
p1085,u11126,projects,0.025565,p1085
p1085,u9245,projects,0.025565,p1085
p1085,u3106,projects,0.025565,p1085
p1085,u19601,projects,0.025565,p1085
p1085,u1152,projects,0.025565,p1085
p1085,u2472,projects,0.025565,p1085
p1085,u4776,projects,0.025565,p1085
p1085,u16279,projects,0.025565,p1085
p1085,u1180,projects,0.025565,p1085
p1085,u8061,projects,0.025565,p1085
p1085,u17047,projects,0.025565,p1085
p1085,u3468,projects,0.025565,p1085
p1085,u233,projects,0.025565,p1085
p1085,u4960,projects,0.025565,p1085
p1085,u31841,projects,0.025565,p1085
p1085,u2831,projects,0.025565,p1085
u1151,p1009,users,0.000595,u1151
u308,p8,users,0.001189,u308
u12083,p223,users,0.000595,u12083
u1678,p8,users,0.000595,u1678
u2111,p189,users,0.000595,u2111
u12659,p743,users,0.000595,u12659
u832,p17,users,0.001784,u832
u832,p2585,users,0.001784,u832
u28097,p299,users,0.000595,u28097
u4154,p647,users,0.001189,u4154
u1808,p299,users,0.001189,u1808
u1808,p1170,users,0.001189,u1808
p6816,u844,projects,0.001784,p6816
p6816,u6560,projects,0.001784,p6816
u11141,p233,users,0.000595,u11141
u3448,p17,users,0.000595,u3448
u168,p4301,users,0.000595,u168
u823,p3604,users,0.000595,u823
u9935,p29,users,0.000595,u9935
u7087,p8,users,0.000595,u7087
u4918,p65,users,0.001189,u4918
u17601,p350,users,0.001189,u17601
u5451,p357,users,0.000595,u5451
u53396,p17,users,0.000595,u53396
u5614,p298,users,0.001189,u5614
u52,p65,users,0.000595,u52
u8570,p1328,users,0.000595,u8570
u844,p17,users,0.013080,u844
u844,p9110,users,0.013080,u844
u844,p2646,users,0.013080,u844
u844,p11518,users,0.013080,u844
u844,p2045,users,0.013080,u844
u844,p1328,users,0.013080,u844
u844,p19941,users,0.013080,u844
u844,p604,users,0.013080,u844
u844,p2965,users,0.013080,u844
u844,p1958,users,0.013080,u844
u844,p1336,users,0.013080,u844
u844,p2237,users,0.013080,u844
u21660,p8,users,0.000595,u21660
u302,p689,users,0.000595,u302
u842,p1009,users,0.000595,u842
p1340,u9122,projects,0.004756,p1340
p1340,u5718,projects,0.004756,p1340
p1340,u2141,projects,0.004756,p1340
p1340,u1937,projects,0.004756,p1340
p1340,u2056,projects,0.004756,p1340
p1340,u3720,projects,0.004756,p1340
p1340,u7204,projects,0.004756,p1340
u19870,p299,users,0.000595,u19870
u5125,p65,users,0.000595,u5125
p17,u43513,projects,0.094530,p17
p17,u51973,projects,0.094530,p17
p17,u183,projects,0.094530,p17
p17,u20251,projects,0.094530,p17
p17,u8314,projects,0.094530,p17
p17,u8057,projects,0.094530,p17
p17,u1262,projects,0.094530,p17
p17,u24619,projects,0.094530,p17
p17,u29124,projects,0.094530,p17
p17,u198,projects,0.094530,p17
p17,u5078,projects,0.094530,p17
p17,u34460,projects,0.094530,p17
p17,u7722,projects,0.094530,p17
p17,u38009,projects,0.094530,p17
p17,u20955,projects,0.094530,p17
p17,u47706,projects,0.094530,p17
p17,u3843,projects,0.094530,p17
p17,u3686,projects,0.094530,p17
p17,u1254,projects,0.094530,p17
p17,u13100,projects,0.094530,p17
p17,u10862,projects,0.094530,p17
p17,u18056,projects,0.094530,p17
p17,u22730,projects,0.094530,p17
p17,u5449,projects,0.094530,p17
p17,u1063,projects,0.094530,p17
p17,u17181,projects,0.094530,p17
p17,u24846,projects,0.094530,p17
p17,u15439,projects,0.094530,p17
p17,u3731,projects,0.094530,p17
p17,u13902,projects,0.094530,p17
p17,u4004,projects,0.094530,p17
p17,u22642,projects,0.094530,p17
p17,u2221,projects,0.094530,p17
p17,u1575,projects,0.094530,p17
p17,u6732,projects,0.094530,p17
p17,u30179,projects,0.094530,p17
p17,u2822,projects,0.094530,p17
p17,u24748,projects,0.094530,p17
p17,u3390,projects,0.094530,p17
p17,u13754,projects,0.094530,p17
p17,u1149,projects,0.094530,p17
p17,u8854,projects,0.094530,p17
p17,u11560,projects,0.094530,p17
p17,u14641,projects,0.094530,p17
p17,u13387,projects,0.094530,p17
p17,u20073,projects,0.094530,p17
p17,u23782,projects,0.094530,p17
p17,u8541,projects,0.094530,p17
p17,u2836,projects,0.094530,p17
p17,u1433,projects,0.094530,p17
p17,u13460,projects,0.094530,p17
p17,u28957,projects,0.094530,p17
p17,u25210,projects,0.094530,p17
p17,u2527,projects,0.094530,p17
p17,u14738,projects,0.094530,p17
p17,u15715,projects,0.094530,p17
p17,u2480,projects,0.094530,p17
p17,u7471,projects,0.094530,p17
p17,u51420,projects,0.094530,p17
p17,u4317,projects,0.094530,p17
p17,u9761,projects,0.094530,p17
p17,u13839,projects,0.094530,p17
p17,u26622,projects,0.094530,p17
p17,u26910,projects,0.094530,p17
p17,u5635,projects,0.094530,p17
p17,u702,projects,0.094530,p17
p17,u4029,projects,0.094530,p17
p17,u7779,projects,0.094530,p17
p17,u18358,projects,0.094530,p17
p17,u5520,projects,0.094530,p17
p17,u9621,projects,0.094530,p17
p17,u4927,projects,0.094530,p17
p17,u4946,projects,0.094530,p17
p17,u9194,projects,0.094530,p17
p17,u30317,projects,0.094530,p17
p17,u16302,projects,0.094530,p17
p17,u1619,projects,0.094530,p17
p17,u6316,projects,0.094530,p17
p17,u21477,projects,0.094530,p17
p17,u801,projects,0.094530,p17
p17,u15647,projects,0.094530,p17
p17,u20816,projects,0.094530,p17
p17,u7570,projects,0.094530,p17
p17,u18643,projects,0.094530,p17
p17,u12332,projects,0.094530,p17
p17,u45637,projects,0.094530,p17
p17,u608,projects,0.094530,p17
p17,u2137,projects,0.094530,p17
p17,u36982,projects,0.094530,p17
p17,u6661,projects,0.094530,p17
p17,u44372,projects,0.094530,p17
p17,u10265,projects,0.094530,p17
p17,u28342,projects,0.094530,p17
p17,u11816,projects,0.094530,p17
p17,u33527,projects,0.094530,p17
p17,u5956,projects,0.094530,p17
p17,u1379,projects,0.094530,p17
p17,u3483,projects,0.094530,p17
p17,u7393,projects,0.094530,p17
p17,u44762,projects,0.094530,p17
p17,u11142,projects,0.094530,p17
p17,u35914,projects,0.094530,p17
p17,u6749,projects,0.094530,p17
p17,u273,projects,0.094530,p17
p17,u7204,projects,0.094530,p17
p17,u6869,projects,0.094530,p17
p17,u45017,projects,0.094530,p17
p17,u4284,projects,0.094530,p17
p17,u14467,projects,0.094530,p17
p17,u5845,projects,0.094530,p17
p17,u9911,projects,0.094530,p17
p17,u31652,projects,0.094530,p17
p17,u19687,projects,0.094530,p17
u4471,p2734,users,0.000595,u4471
p3561,u9741,projects,0.001189,p3561
u23712,p2090,users,0.000595,u23712
u55229,p233,users,0.000595,u55229
u20773,p97,users,0.000595,u20773
p2090,u6203,projects,0.007729,p2090
p2090,u8753,projects,0.007729,p2090
p2090,u2836,projects,0.007729,p2090
p2090,u2688,projects,0.007729,p2090
p2090,u11396,projects,0.007729,p2090
p2090,u6361,projects,0.007729,p2090
u4156,p298,users,0.001189,u4156
u790,p743,users,0.000595,u790
u663,p647,users,0.000595,u663
u5928,p1736,users,0.001189,u5928
u567,p1229,users,0.000595,u567
u7519,p350,users,0.000595,u7519
u20251,p35480,users,0.001189,u20251
u285,p8,users,0.000595,u285
u40859,p3395,users,0.000595,u40859
u8314,p286,users,0.001784,u8314
p350,u13305,projects,0.019620,p350
p350,u5286,projects,0.019620,p350
p350,u9816,projects,0.019620,p350
p350,u16,projects,0.019620,p350
p350,u29372,projects,0.019620,p350
p350,u6326,projects,0.019620,p350
p350,u10425,projects,0.019620,p350
p350,u2486,projects,0.019620,p350
p350,u587,projects,0.019620,p350
p350,u12813,projects,0.019620,p350
p350,u26130,projects,0.019620,p350
p350,u868,projects,0.019620,p350
p350,u1240,projects,0.019620,p350
p350,u2678,projects,0.019620,p350
p350,u3033,projects,0.019620,p350
p350,u18631,projects,0.019620,p350
p350,u24868,projects,0.019620,p350
p350,u1144,projects,0.019620,p350
p350,u358,projects,0.019620,p350
p350,u6749,projects,0.019620,p350
p350,u5845,projects,0.019620,p350
u6408,p607,users,0.000595,u6408
u17415,p1179,users,0.001189,u17415
u16177,p4208,users,0.000595,u16177
u17216,p286,users,0.000595,u17216
u6707,p7760,users,0.000595,u6707
u1835,p878,users,0.000595,u1835
u24587,p604,users,0.001189,u24587
u6613,p299,users,0.000595,u6613
u1087,p689,users,0.000595,u1087
u46347,p4208,users,0.000595,u46347
u35120,p8,users,0.000595,u35120
u4014,p4208,users,0.001189,u4014
u1262,p120674,users,0.002973,u1262
u1262,p1319,users,0.002973,u1262
u1262,p1179,users,0.002973,u1262
u1262,p2888,users,0.002973,u1262
u15320,p189,users,0.000595,u15320
u6339,p607,users,0.001189,u6339
u6339,p1092,users,0.001189,u6339
u16223,p607,users,0.000595,u16223
u2224,p1123,users,0.000595,u2224
u12731,p65,users,0.000595,u12731
u974,p357,users,0.000595,u974
u584,p286,users,0.000595,u584
p5046,u1575,projects,0.002378,p5046
p5046,u2127,projects,0.002378,p5046
u26589,p162,users,0.000595,u26589
u12319,p607,users,0.000595,u12319
u10753,p233,users,0.000595,u10753
u306,p233,users,0.000595,u306
p291,u7881,projects,0.008323,p291
p291,u1045,projects,0.008323,p291
p291,u28595,projects,0.008323,p291
p291,u46384,projects,0.008323,p291
p291,u3175,projects,0.008323,p291
p291,u904,projects,0.008323,p291
p291,u8797,projects,0.008323,p291
p291,u4101,projects,0.008323,p291
p291,u361,projects,0.008323,p291
p291,u7393,projects,0.008323,p291
u7390,p299,users,0.000595,u7390
u20444,p2131,users,0.000595,u20444
p665,u14738,projects,0.003567,p665
p665,u7396,projects,0.003567,p665
p665,u4503,projects,0.003567,p665
p665,u698,projects,0.003567,p665
u198,p3395,users,0.011891,u198
u198,p114,users,0.011891,u198
u198,p189,users,0.011891,u198
u198,p48096,users,0.011891,u198
u198,p79617,users,0.011891,u198
u198,p18007,users,0.011891,u198
u198,p19540,users,0.011891,u198
u198,p16327,users,0.011891,u198
u198,p18592,users,0.011891,u198
u198,p2593,users,0.011891,u198
u198,p10738,users,0.011891,u198
u198,p743,users,0.011891,u198
u198,p50218,users,0.011891,u198
u198,p36939,users,0.011891,u198
u198,p545,users,0.011891,u198
u15374,p299,users,0.001189,u15374
u15374,p357,users,0.001189,u15374
u1492,p65,users,0.000595,u1492
u6906,p1009,users,0.001189,u6906
u6906,p4301,users,0.001189,u6906
u1576,p189,users,0.000595,u1576
p3395,u1420,projects,0.003567,p3395
p3395,u88,projects,0.003567,p3395
p3395,u7384,projects,0.003567,p3395
u9687,p299,users,0.000595,u9687
u435,p286,users,0.000595,u435
u13512,p16038,users,0.000595,u13512
u10608,p558,users,0.000595,u10608
u4889,p299,users,0.000595,u4889
u12259,p7091,users,0.000595,u12259
u7902,p985,users,0.000595,u7902
u10770,p1009,users,0.000595,u10770
u3936,p1514,users,0.000595,u3936
u13415,p29,users,0.000595,u13415
p953,u2077,projects,0.001189,p953
p953,u5845,projects,0.001189,p953
u7074,p29,users,0.000595,u7074
u54872,p3095,users,0.000595,u54872
u1045,p558,users,0.001189,u1045
u2653,p223,users,0.001189,u2653
u2653,p1123,users,0.001189,u2653
u14343,p299,users,0.000595,u14343
p104516,u9911,projects,0.000595,p104516
u2782,p286,users,0.000595,u2782
u13005,p1222,users,0.000595,u13005
u571,p1478,users,0.000595,u571
u527,p299,users,0.000595,u527
u1676,p558,users,0.001189,u1676
u16,p1092,users,0.002973,u16
u16,p1170,users,0.002973,u16
u16,p7091,users,0.002973,u16
u16,p604,users,0.002973,u16
p1009,u990,projects,0.014863,p1009
p1009,u17147,projects,0.014863,p1009
p1009,u8969,projects,0.014863,p1009
p1009,u1440,projects,0.014863,p1009
p1009,u501,projects,0.014863,p1009
p1009,u1409,projects,0.014863,p1009
p1009,u53,projects,0.014863,p1009
p1009,u8093,projects,0.014863,p1009
p1009,u2150,projects,0.014863,p1009
p1009,u361,projects,0.014863,p1009
p1009,u30,projects,0.014863,p1009
p1009,u6290,projects,0.014863,p1009
p1009,u6580,projects,0.014863,p1009
p1009,u4689,projects,0.014863,p1009
p1009,u35914,projects,0.014863,p1009
p1009,u6021,projects,0.014863,p1009
u2048,p3251,users,0.000595,u2048
p42828,u5635,projects,0.000595,p42828
u2404,p138,users,0.000595,u2404
u9784,p8,users,0.000595,u9784
u1837,p558,users,0.000595,u1837
u4690,p8,users,0.000595,u4690
u3197,p5529,users,0.000595,u3197
u290,p223,users,0.000595,u290
p284,u1575,projects,0.001784,p284
p284,u5525,projects,0.001784,p284
u55949,p1229,users,0.000595,u55949
u13536,p223,users,0.000595,u13536
u18458,p743,users,0.000595,u18458
u535,p2888,users,0.000595,u535
u2378,p223,users,0.000595,u2378
u8110,p29,users,0.001189,u8110
p2514,u7594,projects,0.001784,p2514
p2514,u15928,projects,0.001784,p2514
u3986,p2237,users,0.000595,u3986
u13325,p1183,users,0.000595,u13325
p82884,u11142,projects,0.000595,p82884
u5283,p607,users,0.000595,u5283
u18425,p162,users,0.000595,u18425
p28596,u3686,projects,0.000595,p28596
u12425,p1222,users,0.000595,u12425
u3843,p2131,users,0.001189,u3843
p8357,u17055,projects,0.002973,p8357
p8357,u17598,projects,0.002973,p8357
u13958,p2045,users,0.000595,u13958
u26751,p65,users,0.000595,u26751
u990,p8,users,0.001189,u990
u3980,p3784,users,0.000595,u3980
p607,u7909,projects,0.033294,p607
p607,u8507,projects,0.033294,p607
p607,u8789,projects,0.033294,p607
p607,u2933,projects,0.033294,p607
p607,u3253,projects,0.033294,p607
p607,u1691,projects,0.033294,p607
p607,u4675,projects,0.033294,p607
p607,u1266,projects,0.033294,p607
p607,u86,projects,0.033294,p607
p607,u51085,projects,0.033294,p607
p607,u226,projects,0.033294,p607
p607,u6868,projects,0.033294,p607
p607,u3666,projects,0.033294,p607
p607,u3720,projects,0.033294,p607
p607,u2148,projects,0.033294,p607
p607,u2169,projects,0.033294,p607
p607,u6153,projects,0.033294,p607
p607,u7320,projects,0.033294,p607
p607,u20050,projects,0.033294,p607
p607,u2242,projects,0.033294,p607
p607,u5458,projects,0.033294,p607
p607,u7510,projects,0.033294,p607
p607,u7696,projects,0.033294,p607
p607,u4182,projects,0.033294,p607
p607,u558,projects,0.033294,p607
p607,u16800,projects,0.033294,p607
p607,u3522,projects,0.033294,p607
p607,u1642,projects,0.033294,p607
p607,u5158,projects,0.033294,p607
p607,u20268,projects,0.033294,p607
p607,u712,projects,0.033294,p607
p607,u10848,projects,0.033294,p607
p607,u5177,projects,0.033294,p607
u1814,p8,users,0.000595,u1814
p5299,u3483,projects,0.000595,p5299
u4900,p138,users,0.000595,u4900
u5812,p8,users,0.000595,u5812
u3686,p39010,users,0.001784,u3686
u271,p689,users,0.000595,u271
u28595,p3604,users,0.001189,u28595
u7319,p7760,users,0.000595,u7319
u1254,p1658,users,0.003567,u1254
u1254,p103214,users,0.003567,u1254
u1254,p1478,users,0.003567,u1254
u1254,p2551,users,0.003567,u1254
u13100,p10010,users,0.002378,u13100
u13100,p28054,users,0.002378,u13100
u13100,p233,users,0.002378,u13100
u7257,p1092,users,0.000595,u7257
u1202,p299,users,0.000595,u1202
p22140,u5803,projects,0.001784,p22140
p22140,u2189,projects,0.001784,p22140
p1658,u23800,projects,0.004162,p1658
p1658,u16465,projects,0.004162,p1658
p1658,u2337,projects,0.004162,p1658
p1658,u361,projects,0.004162,p1658
p1658,u3670,projects,0.004162,p1658
p878,u646,projects,0.005351,p878
p878,u13902,projects,0.005351,p878
p878,u4363,projects,0.005351,p878
p878,u6441,projects,0.005351,p878
p878,u632,projects,0.005351,p878
p878,u3994,projects,0.005351,p878
p878,u8596,projects,0.005351,p878
u22294,p223,users,0.000595,u22294
u9393,p896,users,0.000595,u9393
u46622,p2804,users,0.000595,u46622
u11766,p1222,users,0.000595,u11766
u3589,p29,users,0.001189,u3589
p55926,u12332,projects,0.000595,p55926
p299,u7261,projects,0.045779,p299
p299,u7909,projects,0.045779,p299
p299,u3751,projects,0.045779,p299
p299,u5383,projects,0.045779,p299
p299,u9577,projects,0.045779,p299
p299,u15542,projects,0.045779,p299
p299,u8135,projects,0.045779,p299
p299,u9002,projects,0.045779,p299
p299,u2768,projects,0.045779,p299
p299,u14941,projects,0.045779,p299
p299,u14014,projects,0.045779,p299
p299,u1340,projects,0.045779,p299
p299,u1140,projects,0.045779,p299
p299,u18030,projects,0.045779,p299
p299,u2056,projects,0.045779,p299
p299,u5635,projects,0.045779,p299
p299,u10937,projects,0.045779,p299
p299,u35476,projects,0.045779,p299
p299,u16733,projects,0.045779,p299
p299,u49373,projects,0.045779,p299
p299,u3595,projects,0.045779,p299
p299,u684,projects,0.045779,p299
p299,u978,projects,0.045779,p299
p299,u36,projects,0.045779,p299
p299,u23608,projects,0.045779,p299
p299,u2148,projects,0.045779,p299
p299,u5073,projects,0.045779,p299
p299,u6580,projects,0.045779,p299
p299,u1208,projects,0.045779,p299
p299,u5525,projects,0.045779,p299
p299,u10340,projects,0.045779,p299
p299,u3456,projects,0.045779,p299
p299,u2046,projects,0.045779,p299
p299,u45824,projects,0.045779,p299
p299,u25383,projects,0.045779,p299
p299,u14075,projects,0.045779,p299
p299,u2391,projects,0.045779,p299
p299,u2256,projects,0.045779,p299
p299,u4826,projects,0.045779,p299
p299,u19020,projects,0.045779,p299
p299,u13784,projects,0.045779,p299
p299,u11631,projects,0.045779,p299
p299,u8112,projects,0.045779,p299
p299,u2464,projects,0.045779,p299
p299,u21976,projects,0.045779,p299
p299,u9153,projects,0.045779,p299
p299,u17053,projects,0.045779,p299
u964,p2150,users,0.000595,u964
u9873,p2888,users,0.000595,u9873
u10862,p53786,users,0.001189,u10862
u4914,p5529,users,0.000595,u4914
u9342,p558,users,0.000595,u9342
u5971,p671,users,0.000595,u5971
u7946,p1229,users,0.001189,u7946
u7946,p286,users,0.001189,u7946
u23320,p558,users,0.000595,u23320
u2724,p29,users,0.000595,u2724
u3751,p8,users,0.001189,u3751
p97,u54834,projects,0.013080,p97
p97,u19776,projects,0.013080,p97
p97,u12167,projects,0.013080,p97
p97,u4022,projects,0.013080,p97
p97,u1673,projects,0.013080,p97
p97,u24430,projects,0.013080,p97
p97,u40447,projects,0.013080,p97
p97,u368,projects,0.013080,p97
p97,u569,projects,0.013080,p97
p97,u3479,projects,0.013080,p97
p97,u1454,projects,0.013080,p97
p97,u10211,projects,0.013080,p97
p97,u16985,projects,0.013080,p97
p97,u3483,projects,0.013080,p97
p97,u33154,projects,0.013080,p97
u1703,p298,users,0.000595,u1703
u10219,p189,users,0.001189,u10219
u1644,p1546,users,0.000595,u1644
u872,p2131,users,0.001189,u872
u7476,p223,users,0.000595,u7476
u708,p845,users,0.000595,u708
u11414,p138,users,0.000595,u11414
u2823,p162,users,0.001189,u2823
u8883,p8,users,0.000595,u8883
p63478,u7393,projects,0.000595,p63478
u7634,p298,users,0.001189,u7634
u10623,p29,users,0.000595,u10623
u646,p985,users,0.002973,u646
u646,p1328,users,0.002973,u646
u646,p2585,users,0.002973,u646
u1614,p604,users,0.000595,u1614
u460,p1050,users,0.000595,u460
u7808,p65,users,0.001189,u7808
u7808,p2131,users,0.001189,u7808
u5383,p138,users,0.001189,u5383
p114,u4303,projects,0.010702,p114
p114,u2586,projects,0.010702,p114
p114,u6727,projects,0.010702,p114
p114,u238,projects,0.010702,p114
p114,u14242,projects,0.010702,p114
p114,u572,projects,0.010702,p114
p114,u9026,projects,0.010702,p114
p114,u3287,projects,0.010702,p114
p114,u15110,projects,0.010702,p114
p114,u1720,projects,0.010702,p114
p114,u5520,projects,0.010702,p114
p114,u1305,projects,0.010702,p114
p114,u7520,projects,0.010702,p114
u1852,p286,users,0.000595,u1852
u2857,p1328,users,0.000595,u2857
u1406,p1328,users,0.001189,u1406
u17181,p1857,users,0.001189,u17181
u7384,p65,users,0.001189,u7384
p1092,u3395,projects,0.013674,p1092
p1092,u3247,projects,0.013674,p1092
p1092,u5478,projects,0.013674,p1092
p1092,u4675,projects,0.013674,p1092
p1092,u8284,projects,0.013674,p1092
p1092,u1560,projects,0.013674,p1092
p1092,u6725,projects,0.013674,p1092
p1092,u4057,projects,0.013674,p1092
p1092,u31133,projects,0.013674,p1092
p1092,u5375,projects,0.013674,p1092
p1092,u15691,projects,0.013674,p1092
p1092,u15395,projects,0.013674,p1092
p1092,u506,projects,0.013674,p1092
p1092,u6431,projects,0.013674,p1092
p2646,u272,projects,0.006540,p2646
p2646,u769,projects,0.006540,p2646
p2646,u647,projects,0.006540,p2646
p2646,u10244,projects,0.006540,p2646
p2646,u4783,projects,0.006540,p2646
p3251,u437,projects,0.002973,p3251
u3731,p357,users,0.004756,u3731
u3731,p6503,users,0.004756,u3731
u3731,p3295,users,0.004756,u3731
u3731,p46796,users,0.004756,u3731
u3731,p1229,users,0.004756,u3731
u3731,p743,users,0.004756,u3731
p109281,u2221,projects,0.000595,p109281
u2422,p233,users,0.000595,u2422
u4334,p138,users,0.000595,u4334
u1230,p1229,users,0.000595,u1230
u3280,p29,users,0.001189,u3280
u6164,p1123,users,0.000595,u6164
u32053,p689,users,0.000595,u32053
u20627,p2965,users,0.000595,u20627
u2221,p37868,users,0.002378,u2221
u1610,p1179,users,0.000595,u1610
u1451,p2965,users,0.000595,u1451
u3395,p2237,users,0.001189,u3395
u10009,p1545,users,0.000595,u10009
p8616,u5845,projects,0.000595,p8616
u1575,p689,users,0.006540,u1575
u1575,p53720,users,0.006540,u1575
u1575,p5704,users,0.006540,u1575
u1575,p65,users,0.006540,u1575
u1575,p49968,users,0.006540,u1575
u1575,p52539,users,0.006540,u1575
u1575,p18015,users,0.006540,u1575
u2765,p233,users,0.000595,u2765
p357,u59,projects,0.020214,p357
p357,u8453,projects,0.020214,p357
p357,u13596,projects,0.020214,p357
p357,u23906,projects,0.020214,p357
p357,u11608,projects,0.020214,p357
p357,u5637,projects,0.020214,p357
p357,u365,projects,0.020214,p357
p357,u3045,projects,0.020214,p357
p357,u11707,projects,0.020214,p357
p357,u11075,projects,0.020214,p357
p357,u18323,projects,0.020214,p357
p357,u19011,projects,0.020214,p357
p357,u10280,projects,0.020214,p357
p357,u2120,projects,0.020214,p357
p357,u11972,projects,0.020214,p357
p357,u13762,projects,0.020214,p357
p357,u8520,projects,0.020214,p357
p357,u13007,projects,0.020214,p357
p357,u18770,projects,0.020214,p357
p357,u14467,projects,0.020214,p357
u6462,p1229,users,0.000595,u6462
u14212,p138,users,0.001189,u14212
p7392,u38824,projects,0.001189,p7392
p7392,u2137,projects,0.001189,p7392
p4893,u9621,projects,0.001189,p4893
p4893,u987,projects,0.001189,p4893
u3414,p6894,users,0.000595,u3414
u2822,p647,users,0.002378,u2822
u2822,p896,users,0.002378,u2822
u2822,p7855,users,0.002378,u2822
p2804,u31002,projects,0.003567,p2804
p2804,u42326,projects,0.003567,p2804
p2804,u2137,projects,0.003567,p2804
p8360,u1859,projects,0.001189,p8360
u10667,p2585,users,0.000595,u10667
u43385,p1478,users,0.000595,u43385
u1393,p1183,users,0.001189,u1393
u4711,p162,users,0.001784,u4711
u4711,p1222,users,0.001784,u4711
u2057,p2593,users,0.000595,u2057
u13540,p6503,users,0.000595,u13540
u13441,p223,users,0.000595,u13441
u19108,p298,users,0.000595,u19108
u6441,p233,users,0.001189,u6441
u2780,p8,users,0.000595,u2780
p20876,u608,projects,0.000595,p20876
u3306,p985,users,0.001189,u3306
u3390,p18661,users,0.001784,u3390
u3390,p2754,users,0.001784,u3390
u19547,p29,users,0.000595,u19547
u1043,p1229,users,0.000595,u1043
u12196,p1736,users,0.000595,u12196
u8946,p298,users,0.000595,u8946
u16389,p1545,users,0.000595,u16389
u422,p558,users,0.000595,u422
u38,p671,users,0.000595,u38
u7977,p1179,users,0.000595,u7977
p3802,u5845,projects,0.000595,p3802
u1762,p65,users,0.000595,u1762
u6546,p1478,users,0.000595,u6546
u322,p53720,users,0.002973,u322
u322,p65,users,0.002973,u322
u322,p1958,users,0.002973,u322
u6816,p4301,users,0.000595,u6816
u8854,p35818,users,0.001784,u8854
u1483,p1514,users,0.001189,u1483
u1058,p29,users,0.000595,u1058
u21908,p286,users,0.000595,u21908
u33067,p1514,users,0.000595,u33067
u139,p65,users,0.000595,u139
u4790,p138,users,0.000595,u4790
u710,p189,users,0.000595,u710
u1083,p138,users,0.001189,u1083
u1083,p65,users,0.001189,u1083
u8444,p298,users,0.000595,u8444
u22739,p2888,users,0.000595,u22739
u534,p162,users,0.001189,u534
u534,p5529,users,0.001189,u534
u6812,p558,users,0.000595,u6812
u1753,p7091,users,0.000595,u1753
p1546,u10085,projects,0.004162,p1546
p1546,u4129,projects,0.004162,p1546
p1546,u1211,projects,0.004162,p1546
p1546,u2573,projects,0.004162,p1546
u1425,p65,users,0.000595,u1425
u13387,p5706,users,0.001189,u13387
u36491,p138,users,0.000595,u36491
u2842,p286,users,0.000595,u2842
u1673,p7091,users,0.001784,u1673
u2227,p558,users,0.000595,u2227
p11038,u702,projects,0.001189,p11038
p11038,u15369,projects,0.001189,p11038
u1148,p233,users,0.000595,u1148
u8541,p9183,users,0.001189,u8541
p41712,u20816,projects,0.000595,p41712
u7045,p223,users,0.001189,u7045
u7045,p558,users,0.001189,u7045
u4123,p1514,users,0.000595,u4123
u1955,p65,users,0.000595,u1955
p189,u10244,projects,0.011296,p189
p189,u17714,projects,0.011296,p189
p189,u1866,projects,0.011296,p189
p189,u46527,projects,0.011296,p189
